ECLIPSE MINT WINTERFROST,ECLIPSE MINT WINTERFROST,4809,NULL,NULL,3.62,NULL,15,0.15,-3593553738545068799,NULL,12'S,NULL,NULL
NULL,FITZROY ASSORTED FRUIT DROPS,4815,NULL,NULL,0.26,NULL,-14,0.15,-3586917253108562687,NULL,280'S,NULL,NULL
NULL,STINGING NETTLE 300mg 100's,512,NULL,NULL,0.33,NULL,-612,0.15,-5038546636331122431,NULL,NULL,NULL,NULL
ROUGH TOPS C/NUT,ROUGH TOPS C/NUT,4810,NULL,NULL,2.61,NULL,2,0.15,-3590654687268928511,NULL,142G,NULL,NULL
INSECT REPELLENT,SHOO,502,NULL,NULL,15.13,NULL,-1,0.15,-5038546636406619903,NULL,NULL,NULL,NULL
KILKOF COUGH SYRUP,KILKOF COUGH SYRUP,4816,NULL,NULL,7.83,NULL,46,0.15,-3586682709189163775,NULL,100ML,NULL,NULL
NULL,BISMATROL CHEWABLE,4817,NULL,NULL,12.32,NULL,-6,0.15,-3586616291756178175,NULL,30'S,NULL,NULL
NULL,LISTERINE U/CLEAN C/MINT,4811,NULL,NULL,22.63,NULL,0,0.15,-3587261899202460671,NULL,500ML,NULL,NULL
NULL,SOFFS WIPES 80'S,508,NULL,NULL,5.84,NULL,0,0.15,-5038546636373065471,NULL,NULL,NULL,NULL
NULL,STREPSILS ORIGINAL 150'S,516,NULL,NULL,1.69,NULL,295,0.15,-5038546631960657663,NULL,NULL,NULL,NULL
NULL,SULPHACT LOTION,532,NULL,NULL,13.59,NULL,0,0.15,-5038546623102287615,NULL,NULL,NULL,NULL
NULL,MENTHOPLUS HONEY,4828,NULL,NULL,0.63,NULL,0,0.15,-3571648343337696255,NULL,NULL,NULL,NULL
NULL,H & V MAG/SUPHATE PASTE 60ML,4860,NULL,NULL,8.7,NULL,-5,0.15,-3561201051405220863,NULL,60ML,NULL,NULL
NULL,SHIRLEY BISCUIT WHEAT CRUNCH,4861,NULL,NULL,0.43,NULL,-1,0.15,-3560474304191757311,NULL,37G,NULL,NULL
NULL,SIMPLE OIL/BAL MOISTURISER,4844,NULL,NULL,20.3,NULL,4,0.15,-3568046984730344191,NULL,75ML,NULL,NULL
NULL,SOFFS WIPES TUB 100'S,509,NULL,NULL,10.84,NULL,0,0.15,-5038546636356288255,NULL,NULL,NULL,NULL
NULL,MENTHOPLUS LEMON,4829,NULL,NULL,0.63,NULL,0,0.15,-3571645087718931455,NULL,NULL,NULL,NULL
NULL,SUAVE ROLL-ON BABY PWD,4869,NULL,NULL,9.97,NULL,0,0.15,-3542332391584529407,NULL,2.7OZ,NULL,NULL
NULL,AXE DEO STK APOLLO,4870,NULL,NULL,14.74,NULL,6,0.15,-3542301634954623999,NULL,50G,NULL,NULL
NULL,SYNALAR N OINTMENT 30G,531,NULL,NULL,21.25,NULL,12,0.15,-5038546623127453439,NULL,NULL,NULL,NULL
NULL,SCHICK SLIM TWIN WOMEN SEN.,4845,NULL,NULL,16.43,NULL,1,0.15,-3568036994577693439,NULL,6'S,NULL,NULL
NULL,TCP ANTISEPTIC 100ML,534,NULL,NULL,23.49,NULL,2,0.15,-5038546623068733183,NULL,100ml,NULL,NULL
TOLNAFTATE CREAM 1%  28G,TOLNAFTATE CREAM 1%  28G,546,NULL,NULL,10.48,NULL,15,0.15,-5038546614327803647,NULL,28G,NULL,NULL
NULL,ALPEN S/BERRY YOG,4871,NULL,NULL,1.26,NULL,7,0.15,-3542269078876027903,NULL,NULL,NULL,NULL
NULL,MENTHOPLUS CHERRY,4830,NULL,NULL,0.63,NULL,0,0.15,-3571641162093657087,NULL,NULL,NULL,NULL
NULL,TCP ANTISEPTIC 200ML,535,NULL,NULL,27.61,NULL,26,0.15,-5038546623051955967,NULL,NULL,NULL,NULL
NULL,ALPEN RASBERRY YOG,4872,NULL,NULL,1.26,NULL,1,0.15,-3542264569126812671,NULL,NULL,NULL,NULL
NULL,SIMPLE SOOTHING ANIT-PERSP.,4846,NULL,NULL,14.43,NULL,0,0.15,-3568030272920320767,NULL,40ML,NULL,NULL
NULL,MENTHOPLUS MINT,4831,NULL,NULL,0.63,NULL,0,0.15,-3571638159877962751,NULL,NULL,NULL,NULL
NULL,TOLNAFTATE (TINADERM) LOTION 20,547,NULL,NULL,7.78,NULL,-1,0.15,-5038546614311026431,NULL,NULL,NULL,NULL
HOSPITALPACK ADULT BODY C/WIPES 10'S,HOSPITALPACK ADULT BODY C/WIPES,4866,NULL,NULL,6.96,NULL,-15,0.15,-3560151309220936703,NULL,10'S,NULL,NULL
NULL,BABY CHEST RUB NIGHT TIME,4874,NULL,NULL,14,NULL,-21,0.15,-3535208076590283519,NULL,56G,NULL,NULL
NULL,IRISH SPRING MOISTURE BLAST,4822,NULL,NULL,3,NULL,0,0.15,-3571847639702010879,NULL,3.75OZ,NULL,NULL
NULL,H/P DISPOSABLE  UNDERPADS,4865,NULL,NULL,21.26,NULL,4,0.15,-3560161312258489343,NULL,NULL,NULL,NULL
NULL,TROJAN EXTENDED  12'S,558,NULL,NULL,26.17,NULL,-1,0.15,-5038546609881841407,NULL,NULL,NULL,NULL
ALOE+JOJOBA,SCHICK QUATTRO TITANIUM 2'S,4847,NULL,NULL,24.78,NULL,0,0.15,-3567896488824634111,NULL,2.'S,NULL,NULL
TOBRADEX EYE DROPS  5ml,TOBRADEX EYE DROPS,544,NULL,NULL,31,NULL,130,0.15,-5038546618647936767,NULL,5ml,NULL,NULL
NULL,TAMBRIND BALL,4823,NULL,NULL,1.52,NULL,21,0.15,-3571753311264668415,NULL,6'S,NULL,NULL
NULL,AVEENO CALMING BODY WASH,4862,NULL,NULL,24.38,NULL,0,0.15,-3560258133890792447,NULL,16OZ,NULL,NULL
NULL,INCREMIN VITAMIN SYRUP,4875,NULL,NULL,12.78,NULL,6,0.15,-3534882062282619647,NULL,120ML,NULL,NULL
NULL,viamin b complex  and vitamin,577,NULL,NULL,16.98,NULL,0,0.15,-5038546601031859967,NULL,NULL,NULL,NULL
NULL,PLANTAIN CHIPS SALTY,4882,NULL,NULL,1.3,NULL,-1,0.15,-3530824800647871487,NULL,NULL,NULL,NULL
NULL,N'GENA H/D MOISTURIZER SPF 30,4863,NULL,NULL,45.44,NULL,0,0.15,-3560234880879131647,NULL,50ML,NULL,NULL
NULL,SAVLON ANTISEPTIC CREAM LG,4879,NULL,NULL,23.13,NULL,46,0.15,-3534439336667871999,NULL,100G,NULL,NULL
NESTLE KLIM GROWING UP 1+,NESTLE KLIM GROWING UP 1+,4886,NULL,NULL,29.5,NULL,17,0,-3530205234058066687,NULL,800G,NULL,NULL
NULL,TROJAN LARGE  1'S,559,NULL,NULL,2.18,NULL,180,0.15,-5038546609873452799,NULL,NULL,NULL,NULL
NULL,WHEY PROTEIN STRAWBERRRY 32OZ,597,NULL,NULL,98.22,NULL,0,0.15,-5038546592097992447,NULL,NULL,NULL,NULL
NULL,FRUTA CBRY/RBRY BOT,4824,NULL,NULL,1.91,NULL,-2,0.15,-3571718703877815295,NULL,250ML,NULL,NULL
NULL,SCHICK SLIM TWIN SEN. MEN,4848,NULL,NULL,16.43,NULL,9,0.15,-3567877848515574527,NULL,6'S,NULL,NULL
NULL,CONTROL ULTRA THIN,4892,NULL,NULL,6.08,NULL,0,0.15,-3527517237583903743,NULL,10'S,NULL,NULL
KOTEX N/B REGULAR ULTRA THIN,KOTEX N/B REGULAR ULTRA THIN,4888,NULL,NULL,17.39,NULL,1,0.15,-3527589376030768127,NULL,22'S,NULL,NULL
NULL,SENSODYNE STRA WHITENING,4867,NULL,NULL,20.57,NULL,-3,0.15,-3542467413318663167,NULL,4.0OZ,NULL,NULL
NULL,VAPOUR RUB,4864,NULL,NULL,8.63,NULL,-1,0.15,-3560184122871741439,NULL,55G,NULL,NULL
NULL,LISTERINE TOTAL CARE F/M,4896,NULL,NULL,5.53,NULL,0,0.15,-3508132787607665663,NULL,95ML,NULL,NULL
NULL,GERBER JUICE WHITE GRAPE JUICE,4825,NULL,NULL,13.09,NULL,0,0.15,-3571682452827110143,NULL,946ML,NULL,NULL
NULL,EDGE S/SKIN SHAVE GEL W/ALOE SM,4849,NULL,NULL,9.22,NULL,2,0.15,-3567823753243097855,NULL,2.75OZ,NULL,NULL
VAGIFEM 25MCG,VAGIFEM 25MCG,564,NULL,NULL,81.35,NULL,-8,0.15,-5038546609789566719,NULL,NULL,NULL,NULL
NULL,WHITFILD OINTMENT 15G,599,NULL,NULL,5.91,NULL,-7,0.15,-5038546587777859327,NULL,NULL,NULL,NULL
NULL,PLANTAIN CHIPS (GA),4883,NULL,NULL,1.3,NULL,-1,0.15,-3530821587987168255,NULL,NULL,NULL,NULL
NULL,MYOLOGY WHEY PROTEIN VAN. 32OZ,598,NULL,NULL,126.04,NULL,1,0.15,-5038546587794636543,NULL,32OZ,NULL,NULL
COLGATE T/P FAM GRF 2PK,COLGATE T/P FAM GRF 2PK,4899,NULL,NULL,13.39,NULL,14,0.15,-3490310520173591295,NULL,2'S,NULL,NULL
NULL,POISE PERSONAL LUBRICANT,4889,NULL,NULL,19.04,NULL,0,0.15,-3527547555900652543,NULL,NULL,NULL,NULL
NULL,SUDOCREAM 250G,521,NULL,NULL,30,NULL,184,0.15,-5038546627590192895,NULL,NULL,NULL,NULL
NULL,THIGH ELASTIC SUPPORT ASSORTED,542,NULL,NULL,11.98,NULL,0,0.15,-5038546618673102591,NULL,NULL,NULL,NULL
NULL,WHEY PROTEIN CHOCOLATE 32OZ,596,NULL,NULL,98.22,NULL,0,0.15,-5038546592114769663,NULL,NULL,NULL,NULL
SPEED STICK-LADY INV.D/P/FRESH,SPEED STICK-LADY INV.D/P/FRESH,4900,NULL,NULL,15.22,NULL,27,0.15,-3490266518082648831,NULL,2.3OZ,NULL,NULL
NULL,DETTOL FRESH SOAP,4880,NULL,NULL,4.64,NULL,53,0.15,-3533771381953100543,NULL,NULL,NULL,NULL
NULL,ziploc bags 2*3 1000's,617,NULL,NULL,84.24,NULL,113,0.15,-5038546578927877887,NULL,NULL,NULL,NULL
NULL,VIDAYLIN-T MULTIVAMIN TABS 1'S,3843,NULL,NULL,0.31,NULL,0,0.15,-3490794296741821439,NULL,30'S,NULL,NULL
NULL,J'SON BABY SHAMPOO,4894,NULL,NULL,12.03,NULL,0,0.15,-3511688126890343423,NULL,7FL OZ,NULL,NULL
VALUPAK GLUCOSAMINE & CHONDROITIN,V/PAK GLUCO & CHONDROITIN CAP,567,NULL,NULL,25.19,NULL,7,0.15,-5038546605435879167,NULL,90'S,NULL,NULL
NULL,GILLETTE COOL WAVE DEOD (SM),4881,NULL,NULL,15.27,NULL,0,0.15,-3533758342155565823,NULL,75ML,NULL,NULL
SUDOCREAM ANTISEPTIC CREAM (S),SUDOCREAM ANTISEPTIC CREAM (S),522,NULL,NULL,13.13,NULL,174,0.15,-5038546627565027071,NULL,60G,NULL,NULL
FRUTA APPLE CHERRY BOX 250ML,FRUTA APPLE CHERRY BOX,4895,NULL,NULL,1.83,NULL,4,0.15,-3511651868499606527,NULL,250ML,NULL,NULL
VALUPAK OMEGA 3 FISH OIL,VALUPAK OMEGA 3 FISH OIL,569,NULL,NULL,9.23,NULL,4,0.15,-5038546605419101951,NULL,30'S,NULL,NULL
NULL,A&H ADVANCE DEOD GEL FRESH 85G,621,NULL,NULL,14.61,NULL,28,0.15,-5038546578860769023,NULL,NULL,NULL,NULL
KOTEX N/B EXTA COVERAGE LINERS,KOTEX N/B EXTA COVERAGE LINERS,4887,NULL,NULL,14.74,NULL,31,0.15,-3527608883805780991,NULL,40'S,NULL,NULL
NULL,COLGATE -PLUS TB F/HEAD SOFT,4898,NULL,NULL,4.87,NULL,1,0.15,-3490351184949115647,NULL,NULL,NULL,NULL
DIFFLAM ORAL RINSE SOLUTION,DIFFLAM ORAL RINSE SOLUTION,4908,NULL,NULL,50.38,NULL,3,0.15,-3486441330131958527,NULL,300ML,NULL,NULL
NULL,TRIPLE ANTIBIOTIC PLUS 1% 28.4G,555,NULL,NULL,23.8,NULL,-14,0.15,-5038546614193585919,NULL,NULL,NULL,NULL
NULL,TWO SIDED PET BRUSH,562,NULL,NULL,7.78,NULL,0,0.15,-5038546609823121151,NULL,NULL,NULL,NULL
NULL,VICKS COUGH DROPS 165'S BTL,578,NULL,NULL,26.09,NULL,-353,0.15,-5038546601015082751,NULL,NULL,NULL,NULL
PARACETAMOL TABS 500MG (KN),PARACETAMOL TABS 500MG (KN),4916,NULL,NULL,2.51,NULL,1266,0.15,-3482942254518205183,NULL,32'S,NULL,NULL
NULL,A&H ADVANCE WIDE SOLID ORIGINAL,623,NULL,NULL,14.61,NULL,-1,0.15,-5038546578843991807,NULL,NULL,NULL,NULL
WELLMAN CAPSULES,WELLMAN CAPSULES,4868,NULL,NULL,34.26,NULL,0,0.15,-3542421225080978431,NULL,30'S,NULL,NULL
NULL,MENTHOPLUS STRONG,4826,NULL,NULL,0.63,NULL,0,0.15,-3571672433884756991,NULL,NULL,NULL,NULL
NULL,WELLKID BABY&INFANT VIT SYRUP,4917,NULL,NULL,31.13,NULL,108,0.15,-3482894588937599743,NULL,150ML,NULL,NULL
VICKS INHALERS,VICKS INHALERS,579,NULL,NULL,4.86,NULL,-213.86,0.15,-5038546600998305535,NULL,0.5ML,NULL,NULL
NULL,F/AID CLEAR A/PLASTERS,4929,NULL,NULL,8.52,NULL,39,0.15,-3479026902159686655,NULL,24'S,NULL,NULL
NULL,EDGE S/SKIN SHAVE GEL W/ALOE LG,4850,NULL,NULL,12.3,NULL,0,0.15,-3567804894008146687,NULL,7OZ,NULL,NULL
NULL,MENTHOPLUS MENTOL,4827,NULL,NULL,0.63,NULL,0,0.15,-3571653046368828415,NULL,NULL,NULL,NULL
NULL,WISDOM DENTAL FLOSS,600,NULL,NULL,9.79,NULL,-24,0.15,-5038546587761082111,NULL,NULL,NULL,NULL
APPLE & EVE FRUIT PUNCH,APPLE & EVE FRUIT PUNCH,4884,NULL,NULL,2.06,NULL,-199,0.15,-3530333207264328447,NULL,200ML,NULL,NULL
NULL,ZIPLOC 4X6 BAGS,616,NULL,NULL,91.63,NULL,80,0.15,-5038546583248011007,NULL,NULL,NULL,NULL
NULL,F/AID WATERPROOF A/PLASTERS,4930,NULL,NULL,8.52,NULL,10,0.15,-3479017461796404223,NULL,24'S,NULL,NULL
NULL,H&S SMOOTH & SILKY SHAMPOO,4918,NULL,NULL,18.33,NULL,32,0.15,-3482847760875617023,NULL,250ML,NULL,NULL
NULL,BENJAMIN'S RUBBING ALCOHOL 8OZ,664,NULL,NULL,4.1,NULL,12,0.15,-5038546556840673023,NULL,NULL,NULL,NULL
NULL,GERBER APPLE JUICE,4832,NULL,NULL,13.06,NULL,5,0.15,-3571630994790382335,NULL,946ML,NULL,NULL
NULL,POISE ULTRA THINS PETITE PCK,4890,NULL,NULL,12.13,NULL,0,0.15,-3527534331646016511,NULL,10'S,NULL,NULL
A&H BAKING SODA 250G,A&H BAKING SODA 227G,625,NULL,NULL,3.2,NULL,-56,0.15,-5038546574515470079,NULL,227G,NULL,NULL
WRIGLEYS ORBIT PEPPERMINT GUM,WRIGLEYS ORBIT PEPPERMINT GUM,601,NULL,NULL,3.5,NULL,-5,0.15,-5038546587744304895,NULL,NULL,NULL,NULL
KLIM GROWING UP 1+ MILK,NESTLE KLIM GROWING UP 1+ MILK,4885,NULL,NULL,13.95,NULL,6,0,-3530217663735364351,NULL,360G,NULL,NULL
NULL,STEROCREPE C/CREPE 15CM*4.5,4933,NULL,NULL,6.52,NULL,25,0.15,-3478957967515155455,NULL,NULL,NULL,NULL
BIOTENE TOOTHPASTE,BIOTENE TOOTHPASTE,4909,NULL,NULL,18.47,NULL,21,0.15,-3486390937238731519,NULL,100ML,NULL,NULL
NULL,CLINIJEL LUBRICATING JELLY,4931,NULL,NULL,12.95,NULL,0,0.15,-3478984592134863871,NULL,82G,NULL,NULL
MOBIC 15MG 30'S,MOBIC 15MG 30'S,4950,NULL,NULL,3.54,NULL,226,0.15,-3478456679878720255,NULL,NULL,NULL,NULL
NULL,H/TROPIC LIP BALM SPF 45+,4833,NULL,NULL,5.39,NULL,2,0.15,-3571246861387922175,NULL,NULL,NULL,NULL
NULL,VICKS VAPOUR RUB 19G,580,NULL,NULL,7.26,NULL,421,0.15,-5038546600973139711,NULL,NULL,NULL,NULL
WRIGLEYS ORBIT SPEARMINT GUM,WRIGLEYS ORBIT SPEARMINT GUM,602,NULL,NULL,3.5,NULL,-4,0.15,-5038546587719139071,NULL,NULL,NULL,NULL
SIMILAC MOMS 900G,SIMILAC MOMS 900G,4934,NULL,NULL,60.35,NULL,0,0,-3478885004703005439,NULL,900G,NULL,NULL
NULL,ACRIFLAVINE 30ML,628,NULL,NULL,3.19,NULL,1,0.15,-5038546574481915647,NULL,NULL,NULL,NULL
NULL,HEAD & SHOULDERS CLASSIC SHAMP,4919,NULL,NULL,19.61,NULL,37,0.15,-3482821205059271423,NULL,250ML,NULL,NULL
NULL,BENJIE'S BALM 15G,666,NULL,NULL,7.2,NULL,11,0.15,-5038546556807118591,NULL,NULL,NULL,NULL
NULL,STEROCREPE C/CREPE 10CM/4.5CM,4932,NULL,NULL,4.83,NULL,11,0.15,-3478965299057884159,NULL,NULL,NULL,NULL
NULL,POISE LINERS PETITE PCK LONG,4891,NULL,NULL,11.3,NULL,2,0.15,-3527525329335843839,NULL,14'S,NULL,NULL
ALCOSULPH CREAM,ALCOSULPH CREAM 60G,4901,NULL,NULL,10.26,NULL,4,0.15,-3489842951746583551,NULL,60G,NULL,NULL
PLAYTEX G/G 360 SUPER UNSCENT,PLAYTEX G/G 360 SUPER UNSCENT,4834,NULL,NULL,7.04,NULL,8,0.15,-3571210882413329151,NULL,8'S,NULL,NULL
NULL,BENJIE'S BALM 30G,667,NULL,NULL,10.74,NULL,37,0.15,-5038546556781952767,NULL,NULL,NULL,NULL
DOXAZOSIN 1MG 28'S,DOXAZOSIN 1MG 28'S,4936,NULL,NULL,0.29,NULL,1690,0,-3478785545985948415,NULL,NULL,NULL,NULL
NULL,DANO COOL COW POWDER MILK 900G,689,NULL,NULL,19.99,NULL,0,0,-5038546543536340735,NULL,NULL,NULL,NULL
NULL,ALCOSULPH LOTION,4902,NULL,NULL,8.3,NULL,0,0.15,-3489836152779799551,NULL,60ML,NULL,NULL
FEMALE URINAL NON-AUTOCLAVE TRANSUCLES,FEMALE URINAL NON-AUTOCLAVE TRA,4958,NULL,NULL,33.63,NULL,-3,0.15,-3478319961934494463,NULL,NULL,NULL,NULL
NULL,GRAVINATE 30'S,4910,NULL,NULL,10.96,NULL,0,0.15,-3486185448395602943,NULL,50MG,NULL,NULL
MASON CHEWABLE ACIDOPHILUS + BIFIDUS 100'S STRAWBERRY FLAVOUR,MASON CHEWABLE ACIDOPHILUS + BI,4966,NULL,NULL,48.32,NULL,0,0.15,-3478274877394352895,NULL,NULL,NULL,NULL
NULL,PLAYTEX G/GLIDE REG. UNSENT.,4835,NULL,NULL,13.52,NULL,0,0.15,-3571187513462717183,NULL,20'S,NULL,NULL
FEMALE URINAL W/LEAK RESISTANT COVER,FEMALE URINAL W/LEAK RESISTANT,4959,NULL,NULL,83.07,NULL,1,0.15,-3478315928935037695,NULL,NULL,NULL,NULL
NULL,HEAD&SHOULDERS SENSITIVE SHAMP,4920,NULL,NULL,20.46,NULL,0,0.15,-3482814595071048447,NULL,150ML,NULL,NULL
NULL,ALOE AFTER SUN GEL 236ML,631,NULL,NULL,11,NULL,-4,0.15,-5038546574456749823,NULL,NULL,NULL,NULL
FOLIC ACID 5MG 28'S(DALKEITH),FOLIC ACID 5MG 28'S(DALKEITH),4938,NULL,NULL,2.37,NULL,24,0.15,-3478749545494575871,NULL,28'S,NULL,NULL
NULL,DANO REG M/POWDER  ALU 1KG,690,NULL,NULL,22.32,NULL,-1,0,-5038546543519563519,NULL,NULL,NULL,NULL
NULL,COLGATE KIDS TRANSFORMER T/BRUS,680,NULL,NULL,8.13,NULL,-3,0.15,-5038546547982302975,NULL,NULL,NULL,NULL
MASON ECHINCEA 500MG 90'S,MASON ECHINCEA 500MG 90'S,4967,NULL,NULL,36.16,NULL,0,0.15,-3478269993991371519,NULL,NULL,NULL,NULL
NULL,CARBOLIC GERMICIDAL SOAP 125G,672,NULL,NULL,2.29,NULL,0,0.15,-5038546552403099391,NULL,NULL,NULL,NULL
NULL,PLAYTEX G/GLIDE SUPER UNSCENT,4836,NULL,NULL,13.52,NULL,0,0.15,-3571133396841233151,NULL,18'S,NULL,NULL
FREESTYLE BLOOD GLUCOSE TEST STRIPS 50'S,FREESTYLE BLOOD GLUCOSE TEST,4939,NULL,NULL,147.2,NULL,1,0,-3478734607556377343,NULL,NULL,NULL,NULL
NULL,AMAR FRESH N COOL TALC,634,NULL,NULL,6.97,NULL,0,0.15,-5038546570111450879,NULL,NULL,NULL,NULL
ENCARE INSERTS 12'S,ENCARE INSERTS 12'S,4960,NULL,NULL,45,NULL,28,0.15,-3478307746988784383,NULL,NULL,NULL,NULL
TRAMACET 325MG 60'S,TRAMACET 325MG 60'S,4952,NULL,NULL,1.76,NULL,-9,0.15,-3478441445554223871,NULL,NULL,NULL,NULL
NULL,SULFATRIM SUSPENSION,4912,NULL,NULL,8.22,NULL,0,0.15,-3486129686742924287,NULL,100ML,NULL,NULL
NULL,AMMENS POWDER ORIGINAL 250G,637,NULL,NULL,18.4,NULL,-13,0.15,-5038546570061119231,NULL,NULL,NULL,NULL
NULL,PLAYTEX G/GLIDE REG FRESHSCENT,4837,NULL,NULL,13,NULL,0,0.15,-3571115100246997759,NULL,20'S,NULL,NULL
NULL,"CRITERION GAUZE 2""X2""",4940,NULL,NULL,0.27,NULL,205,0.15,-3478716598473292799,NULL,50'S,NULL,NULL
EVENFLO ELECTRIC BREAST PUMP,EVENFLO ELECTRIC BREAST PUMP,4961,NULL,NULL,209.58,NULL,27,0.15,-3478303602303400703,NULL,NULL,NULL,NULL
NULL,HAQAIIAN TROPIC S/TOUCH SPF8,4838,NULL,NULL,15.43,NULL,0,0.15,-3568617851424176895,NULL,236ML,NULL,NULL
NULL,COLGATE MAX FRESH,681,NULL,NULL,7.95,NULL,0,0.15,-5038546547957137151,NULL,NULL,NULL,NULL
UMBRELLA ASSORTED,UMBRELLA ASSORTED,4953,NULL,NULL,21.76,NULL,-6,0.15,-3478435883546409727,NULL,NULL,NULL,NULL
NULL,ANTACID-PEPPERMINT 160ML,638,NULL,NULL,8.44,NULL,0,0.15,-5038546570035953407,NULL,NULL,NULL,NULL
EVENFLO BREASTFEEDING PADS 40'S,EVENFLO BREASTFEEDING PADS 40'S,4962,NULL,NULL,27.22,NULL,-2,0.15,-3478300295153416959,NULL,NULL,NULL,NULL
NULL,H/TROPIC SILK HYDRATION SPF12,4839,NULL,NULL,20.52,NULL,2,0.15,-3568599675055471359,NULL,177ML,NULL,NULL
NULL,BEROTEC 1.25MG/5ML 120ML SYRUP,668,NULL,NULL,33.39,NULL,-1,0,-5038546552470208255,NULL,NULL,NULL,NULL
NULL,COLGATE MAX WHITE T/BRUSH,682,NULL,NULL,7.95,NULL,1,0.15,-5038546547940359935,NULL,NULL,NULL,NULL
NULL,XL-3 COLD MEDICINE,603,NULL,NULL,3.78,NULL,0,0.15,-5038546587702361855,NULL,NULL,NULL,NULL
NULL,CONCEPT 11 B/MIST&LOTION ASSORT,4851,NULL,NULL,4.61,NULL,0,0.15,-3567798292609858303,NULL,1.7OZ,NULL,NULL
NULL,APEACTIN B SYRUP 120ML,640,NULL,NULL,13.87,NULL,0,0.15,-5038546565715820287,NULL,NULL,NULL,NULL
UMBRELLA RAINDROPS,UMBRELLA RAINDROPS,4954,NULL,NULL,21.22,NULL,2,0.15,-3478431781827476223,NULL,NULL,NULL,NULL
NULL,MITCHUM POWERGEL MOUNTAIN AIR,4852,NULL,NULL,8.74,NULL,0,0.15,-3567775202765011711,NULL,2.25OZ,NULL,NULL
GERI-MILK OF MAGNESIA 16OZ,GERI-MILK OF MAGNESIA 16OZ,4964,NULL,NULL,13.65,NULL,4,0.15,-3478292452467636991,NULL,355ML,NULL,NULL
NULL,xpressit white envelopes 100's,604,NULL,NULL,0,NULL,0,0.15,-5038546587685584639,NULL,NULL,NULL,NULL
NULL,COLGATE WAVE T/BRUSH F/HEAD MED,683,NULL,NULL,5.99,NULL,0,0.15,-5038546543628615423,NULL,NULL,NULL,NULL
NULL,DISICLIN EUCALYPTUS DISINFEC 15,694,NULL,NULL,3.29,NULL,0,0.15,-5038546539165875967,NULL,NULL,NULL,NULL
NULL,BORIC POWDER 15G,669,NULL,NULL,5.04,NULL,126,0.15,-5038546552453431039,NULL,NULL,NULL,NULL
NULL,AQUAFRESH FLEX T/BRUSH SOFT,656,NULL,NULL,4.94,NULL,-1,0.15,-5038546561269858047,NULL,NULL,NULL,NULL
NULL,BLISTEX LIP MEDEX,4853,NULL,NULL,6.91,NULL,0,0.15,-3564611903332383487,NULL,.38OZ,NULL,NULL
S/EVE DEO SPRAY TROPICAL RAIN,S/EVE DEO SPRAY TROPICAL RAIN,4955,NULL,NULL,12.78,NULL,0,0.15,-3478385275879652095,NULL,NULL,NULL,NULL
COLGATE PLUS T/BRUSH SPONGEBOB,COLGATE PLUS T/BRUSH SPONGEBOB,670,NULL,NULL,7.87,NULL,2,0.15,-5038546552436653823,NULL,NULL,NULL,NULL
NULL,DISICLIN FLORA DISINFEC 15OZ,695,NULL,NULL,3.29,NULL,0,0.15,-5038546539149098751,NULL,NULL,NULL,NULL
NULL,AQUAFRESH TOOTH & TONGUE MED.,657,NULL,NULL,10.55,NULL,0,0.15,-5038546561253080831,NULL,NULL,NULL,NULL
NULL,H/TROPIC SHEERTOUCH CREME SPF50,4841,NULL,NULL,27.87,NULL,0,0.15,-3568581322593106687,NULL,177ML,NULL,NULL
NULL,BLISTEX DCT SPF20 LIP BALM,4854,NULL,NULL,6.91,NULL,0,0.15,-3564607294798920447,NULL,.25OZ,NULL,NULL
KENACORT IN ORABASE OINTMENT 5G,KENACORT IN ORABASE OINTMENT 5G,4942,NULL,NULL,14.91,NULL,-14,0.15,-3478690777356401407,NULL,NULL,NULL,NULL
BELL-HORN CRISS CROSS SACRO  LUMBAR SUPPORT LARGE,BELL-HORN CRISS CROSS SACRO L,4956,NULL,NULL,129.97,NULL,-1,0.15,-3478343159119969023,NULL,NULL,NULL,NULL
NULL,COLGATE WAVE T/BRUSH F/HEAD SOF,684,NULL,NULL,5.99,NULL,0,0.15,-5038546543611838207,NULL,NULL,NULL,NULL
NULL,LISTERINE T/C  F/M,4924,NULL,NULL,15.24,NULL,0,0.15,-3482420102375242751,NULL,250ML,NULL,NULL
NULL,VITAMIN A & D CREAM 1OZ (BUDPAC,581,NULL,NULL,9.39,NULL,-2,0.15,-5038546600956362495,NULL,NULL,NULL,NULL
EXTRA L/L/FLAV POLAR ICE,EXTRA L/L/FLAV POLAR ICE,713,NULL,NULL,3.13,NULL,15,0.15,-5038546530257174271,NULL,15 STICKS,NULL,NULL
LEMON SCENT,DISICLIN,697,NULL,NULL,3.29,NULL,0,0.15,-5038546539123932927,NULL,NULL,NULL,NULL
MICONAZOLE NITRATE 2% CREAM 28G,MICONAZOLE NITRATE 2% CREAM 28G,4965,NULL,NULL,17.94,NULL,169,0.15,-3478279881064807167,NULL,NULL,NULL,NULL
NULL,CARAMIA BODY SPRAY TRES JOLIE,671,NULL,NULL,4.34,NULL,0,0.15,-5038546552419876607,NULL,2.5FL OZ,NULL,NULL
NULL,SIMPLE CL/SKIN OIL/BAL. EX WASH,4843,NULL,NULL,20.43,NULL,3,0.15,-3568062145998453503,NULL,150ML,NULL,NULL
